Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.05,0.001,0.01,0.006758237,0.055338744,4,1.75,1.333333333,1.083333333,0.9375,0.85,0.738095238,0.678571429,0.621527778,0.580555556,0.552272727,0.53030303,0.501602564,0.480769231,0.461904762,0.435416667,0.420955882,0.402777778,0.386695906,0.369736842,0.357738095,0.228923445
0.05,0.003,0.01,0.013237239,0.056131115,7,3.5,2.625,2.166666667,1.7875,1.491666667,1.31547619,1.169642857,1.142361111,1.094444444,1.038636364,0.994318182,0.958333333,0.921703297,0.919047619,0.907291667,0.885110294,0.875816993,0.869883041,0.865131579,0.863690476,0.209632802
0.05,0.005,0.01,0.017310067,0.050845632,7,3.125,2.458333333,1.9375,1.85,1.666666667,1.56547619,1.459821429,1.399305556,1.338888889,1.3,1.270833333,1.241987179,1.252747253,1.229761905,1.259375,1.271139706,1.315359477,1.335526316,1.341447368,1.353571429,0.184342763
0.1,0.001,0.01,0.002998299,0.003051282,8,3.875,3.333333333,3.166666667,2.9375,2.825,2.654761905,2.424107143,2.194444444,1.991666667,1.815909091,1.681818182,1.559294872,1.456043956,1.354761905,1.270833333,1.202205882,1.133986928,1.079678363,1.022368421,0.975595238,0.166823146
0.1,0.003,0.01,0.002692582,0.003721779,25,16.875,13.25,10.14583333,8.1,6.708333333,5.726190476,5.026785714,4.440972222,3.986111111,3.615909091,3.314393939,3.060897436,2.840659341,2.646428571,2.479166667,2.336397059,2.210784314,2.097222222,1.996052632,1.904761905,0.19567649
0.1,0.005,0.01,0.007071068,0.006235177,33,21.25,15.33333333,11.29166667,8.925,7.441666667,6.339285714,5.53125,4.920138889,4.436111111,4.029545455,3.704545455,3.426282051,3.186813187,2.982142857,2.801041667,2.649816176,2.505718954,2.388888889,2.284210526,2.188690476,0.219100013
0.15,0.001,0.01,0.003035391,0.050854094,4,0.25,0.375,0.479166667,0.3875,0.4,0.386904762,0.357142857,0.354166667,0.330555556,0.320454545,0.306818182,0.282051282,0.277472527,0.264285714,0.260416667,0.251838235,0.245915033,0.241959064,0.230921053,0.224404762,0.391122552
0.15,0.003,0.01,0.013793279,0.053749033,8,3.875,3.25,2.8125,2.575,2.25,2.005952381,1.852678571,1.78125,1.7,1.568181818,1.481060606,1.407051282,1.364010989,1.327380952,1.289583333,1.254595588,1.217320261,1.190789474,1.160526316,1.1375,0.179773739
0.15,0.005,0.01,0.020099751,0.047574648,12,5.375,4.208333333,3.583333333,3.325,3.083333333,2.803571429,2.616071429,2.440972222,2.35,2.202272727,2.138257576,2.080128205,2.07967033,2.122619048,2.097916667,2.102022059,2.093137255,2.073099415,2.042105263,2.020238095,0.185079274
0.05,0.001,0.01,0.002806134,0.052052176,5,1.5,1,0.791666667,0.7,0.641666667,0.601190476,0.558035714,0.524305556,0.505555556,0.481818182,0.460227273,0.434294872,0.414835165,0.394047619,0.390625,0.381433824,0.380718954,0.372076023,0.360526316,0.35,0.307824457
